topicID	numTokensOfTopic	topicInAuthor	authorInTopic	author
3	1192	0.004499	0.001160	Haldeman, Joe W
33	1103	0.004163	0.007755	Haldeman, Joe W
5	1073	0.004050	0.002290	Haldeman, Joe W
14	982	0.003706	0.002255	Haldeman, Joe W
19	941	0.003551	0.000989	Haldeman, Joe W
35	892	0.003367	0.000802	Haldeman, Joe W
51	733	0.002766	0.000780	Haldeman, Joe W
44	714	0.002695	0.000451	Haldeman, Joe W
32	670	0.002529	0.001417	Haldeman, Joe W
46	538	0.002030	0.000812	Haldeman, Joe W
52	482	0.001819	0.001190	Haldeman, Joe W
11	374	0.001412	0.001368	Haldeman, Joe W
16	354	0.001336	0.000476	Haldeman, Joe W
42	336	0.001268	0.000907	Haldeman, Joe W
59	320	0.001208	0.000940	Haldeman, Joe W
58	299	0.001128	0.000468	Haldeman, Joe W
64	295	0.001113	0.002075	Haldeman, Joe W
30	280	0.001057	0.000415	Haldeman, Joe W
66	271	0.001023	0.001395	Haldeman, Joe W
74	237	0.000894	0.000718	Haldeman, Joe W
31	219	0.000827	0.000794	Haldeman, Joe W
4	212	0.000800	0.000262	Haldeman, Joe W
49	210	0.000793	0.000647	Haldeman, Joe W
63	201	0.000759	0.000673	Haldeman, Joe W
60	200	0.000755	0.000378	Haldeman, Joe W
8	199	0.000751	0.000369	Haldeman, Joe W
62	198	0.000747	0.000486	Haldeman, Joe W
12	182	0.000687	0.000326	Haldeman, Joe W
71	180	0.000679	0.000788	Haldeman, Joe W
22	176	0.000664	0.000554	Haldeman, Joe W
38	134	0.000506	0.000232	Haldeman, Joe W
67	85	0.000321	0.000559	Haldeman, Joe W
72	81	0.000306	0.000250	Haldeman, Joe W
20	76	0.000287	0.000344	Haldeman, Joe W
56	56	0.000211	0.000253	Haldeman, Joe W
43	56	0.000211	0.000377	Haldeman, Joe W
24	35	0.000132	0.000086	Haldeman, Joe W
67	88503	0.153419	0.582556	Russell, Eric Frank
28	40407	0.070045	0.008022	Russell, Eric Frank
70	33019	0.057238	0.009987	Russell, Eric Frank
53	31157	0.054010	0.008319	Russell, Eric Frank
41	27275	0.047281	0.009989	Russell, Eric Frank
39	22770	0.039472	0.006348	Russell, Eric Frank
17	21570	0.037391	0.009035	Russell, Eric Frank
47	21404	0.037104	0.008146	Russell, Eric Frank
23	19553	0.033895	0.006655	Russell, Eric Frank
9	18690	0.032399	0.015746	Russell, Eric Frank
7	17482	0.030305	0.010105	Russell, Eric Frank
48	16158	0.028010	0.006245	Russell, Eric Frank
18	15437	0.026760	0.008692	Russell, Eric Frank
6	14447	0.025044	0.009487	Russell, Eric Frank
25	14065	0.024382	0.005376	Russell, Eric Frank
68	12710	0.022033	0.008641	Russell, Eric Frank
36	12025	0.020845	0.006969	Russell, Eric Frank
10	10698	0.018545	0.005024	Russell, Eric Frank
21	9760	0.016919	0.008234	Russell, Eric Frank
50	8423	0.014601	0.005073	Russell, Eric Frank
35	8189	0.014196	0.007361	Russell, Eric Frank
73	7337	0.012719	0.003370	Russell, Eric Frank
65	7052	0.012225	0.002580	Russell, Eric Frank
57	6863	0.011897	0.006892	Russell, Eric Frank
0	6798	0.011784	0.003911	Russell, Eric Frank
29	6151	0.010663	0.004050	Russell, Eric Frank
40	5917	0.010257	0.003798	Russell, Eric Frank
44	5601	0.009709	0.003534	Russell, Eric Frank
1	5355	0.009283	0.003687	Russell, Eric Frank
19	5122	0.008879	0.005384	Russell, Eric Frank
61	4930	0.008546	0.004869	Russell, Eric Frank
45	4875	0.008451	0.004958	Russell, Eric Frank
27	4799	0.008319	0.005581	Russell, Eric Frank
26	4288	0.007433	0.004212	Russell, Eric Frank
69	3993	0.006922	0.005094	Russell, Eric Frank
13	3119	0.005407	0.004733	Russell, Eric Frank
3	2906	0.005038	0.002829	Russell, Eric Frank
54	2740	0.004750	0.003593	Russell, Eric Frank
14	2724	0.004722	0.006255	Russell, Eric Frank
2	2631	0.004561	0.003159	Russell, Eric Frank
15	2617	0.004537	0.002282	Russell, Eric Frank
51	1544	0.002677	0.001644	Russell, Eric Frank
42	1495	0.002592	0.004037	Russell, Eric Frank
5	1470	0.002548	0.003137	Russell, Eric Frank
30	1383	0.002397	0.002052	Russell, Eric Frank
46	1164	0.002018	0.001757	Russell, Eric Frank
34	1115	0.001933	0.002200	Russell, Eric Frank
16	787	0.001364	0.001059	Russell, Eric Frank
58	599	0.001038	0.000937	Russell, Eric Frank
55	571	0.000990	0.001180	Russell, Eric Frank
62	564	0.000978	0.001383	Russell, Eric Frank
8	540	0.000936	0.001001	Russell, Eric Frank
12	460	0.000797	0.000823	Russell, Eric Frank
38	440	0.000763	0.000762	Russell, Eric Frank
31	417	0.000723	0.001512	Russell, Eric Frank
72	397	0.000688	0.001223	Russell, Eric Frank
64	393	0.000681	0.002764	Russell, Eric Frank
4	389	0.000674	0.000481	Russell, Eric Frank
63	387	0.000671	0.001297	Russell, Eric Frank
37	354	0.000614	0.001278	Russell, Eric Frank
22	326	0.000565	0.001026	Russell, Eric Frank
56	323	0.000560	0.001457	Russell, Eric Frank
52	314	0.000544	0.000776	Russell, Eric Frank
49	240	0.000416	0.000739	Russell, Eric Frank
20	240	0.000416	0.001087	Russell, Eric Frank
59	205	0.000355	0.000602	Russell, Eric Frank
32	204	0.000354	0.000431	Russell, Eric Frank
60	178	0.000309	0.000336	Russell, Eric Frank
74	155	0.000269	0.000469	Russell, Eric Frank
11	144	0.000250	0.000527	Russell, Eric Frank
66	141	0.000244	0.000726	Russell, Eric Frank
33	130	0.000225	0.000914	Russell, Eric Frank
43	106	0.000184	0.000714	Russell, Eric Frank
71	68	0.000118	0.000298	Russell, Eric Frank
24	67	0.000116	0.000164	Russell, Eric Frank
28	146538	0.086647	0.029091	Niven, Larry
71	100835	0.059623	0.441262	Niven, Larry
41	94087	0.055633	0.034458	Niven, Larry
18	92044	0.054425	0.051828	Niven, Larry
53	79686	0.047118	0.021277	Niven, Larry
69	76298	0.045115	0.097333	Niven, Larry
17	62010	0.036666	0.025974	Niven, Larry
10	51183	0.030264	0.024038	Niven, Larry
65	48469	0.028660	0.017732	Niven, Larry
9	46902	0.027733	0.039514	Niven, Larry
68	45773	0.027065	0.031119	Niven, Larry
50	44964	0.026587	0.027082	Niven, Larry
7	42834	0.025328	0.024760	Niven, Larry
70	41583	0.024588	0.012578	Niven, Larry
1	40888	0.024177	0.028153	Niven, Larry
23	39392	0.023292	0.013408	Niven, Larry
29	38678	0.022870	0.025467	Niven, Larry
39	36550	0.021612	0.010190	Niven, Larry
27	34486	0.020391	0.040105	Niven, Larry
73	33735	0.019947	0.015496	Niven, Larry
25	33259	0.019666	0.012712	Niven, Larry
45	32720	0.019347	0.033275	Niven, Larry
48	32578	0.019263	0.012591	Niven, Larry
47	30339	0.017939	0.011547	Niven, Larry
3	29282	0.017314	0.028503	Niven, Larry
21	28094	0.016612	0.023703	Niven, Larry
61	27462	0.016238	0.027124	Niven, Larry
40	25479	0.015066	0.016354	Niven, Larry
57	21730	0.012849	0.021822	Niven, Larry
6	21377	0.012640	0.014038	Niven, Larry
15	19341	0.011436	0.016867	Niven, Larry
36	19098	0.011293	0.011068	Niven, Larry
19	17773	0.010509	0.018681	Niven, Larry
0	15046	0.008897	0.008656	Niven, Larry
34	12602	0.007452	0.024869	Niven, Larry
26	11851	0.007007	0.011640	Niven, Larry
44	11220	0.006634	0.007080	Niven, Larry
11	10621	0.006280	0.038854	Niven, Larry
14	10189	0.006025	0.023396	Niven, Larry
54	10122	0.005985	0.013274	Niven, Larry
13	10050	0.005943	0.015251	Niven, Larry
51	7795	0.004609	0.008299	Niven, Larry
64	7378	0.004363	0.051895	Niven, Larry
5	6729	0.003979	0.014360	Niven, Larry
2	5694	0.003367	0.006836	Niven, Larry
35	5083	0.003006	0.004569	Niven, Larry
46	3125	0.001848	0.004718	Niven, Larry
38	2422	0.001432	0.004192	Niven, Larry
42	2245	0.001327	0.006062	Niven, Larry
62	2216	0.001310	0.005436	Niven, Larry
4	2182	0.001290	0.002699	Niven, Larry
16	1934	0.001144	0.002603	Niven, Larry
52	1549	0.000916	0.003826	Niven, Larry
63	1356	0.000802	0.004544	Niven, Larry
58	1288	0.000762	0.002014	Niven, Larry
55	1121	0.000663	0.002317	Niven, Larry
12	1035	0.000612	0.001851	Niven, Larry
31	979	0.000579	0.003549	Niven, Larry
32	928	0.000549	0.001962	Niven, Larry
30	906	0.000536	0.001344	Niven, Larry
59	905	0.000535	0.002658	Niven, Larry
72	895	0.000529	0.002758	Niven, Larry
8	850	0.000503	0.001576	Niven, Larry
22	738	0.000436	0.002323	Niven, Larry
37	710	0.000420	0.002564	Niven, Larry
74	581	0.000344	0.001760	Niven, Larry
49	573	0.000339	0.001765	Niven, Larry
60	506	0.000299	0.000956	Niven, Larry
56	423	0.000250	0.001908	Niven, Larry
67	375	0.000222	0.002468	Niven, Larry
43	374	0.000221	0.002519	Niven, Larry
33	336	0.000199	0.002362	Niven, Larry
20	327	0.000193	0.001481	Niven, Larry
66	298	0.000176	0.001534	Niven, Larry
24	176	0.000104	0.000430	Niven, Larry
25	430148	0.098761	0.164409	Lem, Stanisław
18	215499	0.049478	0.121343	Lem, Stanisław
39	206291	0.047364	0.057515	Lem, Stanisław
29	196574	0.045133	0.129433	Lem, Stanisław
17	180967	0.041550	0.075800	Lem, Stanisław
53	171003	0.039262	0.045660	Lem, Stanisław
68	157569	0.036178	0.107125	Lem, Stanisław
23	153920	0.035340	0.052389	Lem, Stanisław
9	141953	0.032592	0.119593	Lem, Stanisław
47	140562	0.032273	0.053496	Lem, Stanisław
28	139393	0.032004	0.027672	Lem, Stanisław
41	135525	0.031116	0.049634	Lem, Stanisław
70	133783	0.030716	0.040465	Lem, Stanisław
65	131397	0.030168	0.048070	Lem, Stanisław
48	125728	0.028867	0.048592	Lem, Stanisław
40	124136	0.028501	0.079678	Lem, Stanisław
10	105577	0.024240	0.049584	Lem, Stanisław
1	100613	0.023101	0.069276	Lem, Stanisław
35	96215	0.022091	0.086487	Lem, Stanisław
0	90217	0.020714	0.051899	Lem, Stanisław
6	75732	0.017388	0.049732	Lem, Stanisław
72	69949	0.016060	0.215564	Lem, Stanisław
21	69424	0.015940	0.058572	Lem, Stanisław
27	67745	0.015554	0.078783	Lem, Stanisław
36	66247	0.015210	0.038394	Lem, Stanisław
26	64736	0.014863	0.063584	Lem, Stanisław
2	64182	0.014736	0.077060	Lem, Stanisław
50	55460	0.012734	0.033403	Lem, Stanisław
7	51478	0.011819	0.029757	Lem, Stanisław
73	44987	0.010329	0.020664	Lem, Stanisław
57	44918	0.010313	0.045107	Lem, Stanisław
45	42689	0.009801	0.043413	Lem, Stanisław
3	41638	0.009560	0.040530	Lem, Stanisław
54	40694	0.009343	0.053366	Lem, Stanisław
69	29159	0.006695	0.037198	Lem, Stanisław
61	28147	0.006462	0.027801	Lem, Stanisław
19	27048	0.006210	0.028430	Lem, Stanisław
14	25580	0.005873	0.058737	Lem, Stanisław
34	24075	0.005528	0.047511	Lem, Stanisław
63	23038	0.005289	0.077193	Lem, Stanisław
15	21523	0.004942	0.018770	Lem, Stanisław
44	17144	0.003936	0.010818	Lem, Stanisław
5	16557	0.003801	0.035333	Lem, Stanisław
33	14369	0.003299	0.101022	Lem, Stanisław
51	13624	0.003128	0.014504	Lem, Stanisław
13	12968	0.002977	0.019679	Lem, Stanisław
24	11001	0.002526	0.026899	Lem, Stanisław
62	10834	0.002487	0.026574	Lem, Stanisław
42	9696	0.002226	0.026180	Lem, Stanisław
52	8597	0.001974	0.021233	Lem, Stanisław
46	8449	0.001940	0.012755	Lem, Stanisław
64	7079	0.001625	0.049792	Lem, Stanisław
37	6289	0.001444	0.022712	Lem, Stanisław
67	4897	0.001124	0.032234	Lem, Stanisław
30	4648	0.001067	0.006896	Lem, Stanisław
31	4522	0.001038	0.016391	Lem, Stanisław
38	4376	0.001005	0.007574	Lem, Stanisław
4	4261	0.000978	0.005270	Lem, Stanisław
12	3755	0.000862	0.006716	Lem, Stanisław
43	3492	0.000802	0.023518	Lem, Stanisław
8	3191	0.000733	0.005915	Lem, Stanisław
16	3032	0.000696	0.004081	Lem, Stanisław
58	2902	0.000666	0.004538	Lem, Stanisław
55	2875	0.000660	0.005943	Lem, Stanisław
71	2481	0.000570	0.010857	Lem, Stanisław
49	2357	0.000541	0.007262	Lem, Stanisław
59	2162	0.000496	0.006349	Lem, Stanisław
66	2122	0.000487	0.010924	Lem, Stanisław
11	2104	0.000483	0.007697	Lem, Stanisław
22	2101	0.000482	0.006613	Lem, Stanisław
60	1992	0.000457	0.003762	Lem, Stanisław
32	1957	0.000449	0.004138	Lem, Stanisław
56	1608	0.000369	0.007253	Lem, Stanisław
20	1436	0.000330	0.006505	Lem, Stanisław
74	1043	0.000239	0.003159	Lem, Stanisław
52	106731	0.191928	0.263611	Baxter, Stephen
28	38832	0.069829	0.007709	Baxter, Stephen
68	28461	0.051180	0.019350	Baxter, Stephen
18	23458	0.042183	0.013209	Baxter, Stephen
39	21115	0.037970	0.005887	Baxter, Stephen
53	21018	0.037795	0.005612	Baxter, Stephen
41	20405	0.036693	0.007473	Baxter, Stephen
25	18147	0.032633	0.006936	Baxter, Stephen
17	15933	0.028651	0.006674	Baxter, Stephen
73	14123	0.025397	0.006487	Baxter, Stephen
65	12582	0.022625	0.004603	Baxter, Stephen
70	12513	0.022501	0.003785	Baxter, Stephen
15	12481	0.022444	0.010885	Baxter, Stephen
40	12170	0.021885	0.007811	Baxter, Stephen
29	11899	0.021397	0.007835	Baxter, Stephen
3	11403	0.020505	0.011100	Baxter, Stephen
50	11345	0.020401	0.006833	Baxter, Stephen
13	11011	0.019800	0.016709	Baxter, Stephen
6	10749	0.019329	0.007059	Baxter, Stephen
47	10596	0.019054	0.004033	Baxter, Stephen
48	10291	0.018506	0.003977	Baxter, Stephen
1	10281	0.018488	0.007079	Baxter, Stephen
21	10186	0.018317	0.008594	Baxter, Stephen
10	10039	0.018053	0.004715	Baxter, Stephen
23	8529	0.015337	0.002903	Baxter, Stephen
0	8215	0.014773	0.004726	Baxter, Stephen
7	6445	0.011590	0.003726	Baxter, Stephen
45	5676	0.010207	0.005772	Baxter, Stephen
9	5173	0.009302	0.004358	Baxter, Stephen
26	5119	0.009205	0.005028	Baxter, Stephen
69	4807	0.008644	0.006132	Baxter, Stephen
27	4237	0.007619	0.004927	Baxter, Stephen
61	3944	0.007092	0.003895	Baxter, Stephen
57	3726	0.006700	0.003742	Baxter, Stephen
36	3197	0.005749	0.001853	Baxter, Stephen
34	3012	0.005416	0.005944	Baxter, Stephen
5	2988	0.005373	0.006376	Baxter, Stephen
54	2923	0.005256	0.003833	Baxter, Stephen
2	2518	0.004528	0.003023	Baxter, Stephen
19	1675	0.003012	0.001761	Baxter, Stephen
51	1623	0.002919	0.001728	Baxter, Stephen
14	1572	0.002827	0.003610	Baxter, Stephen
35	1457	0.002620	0.001310	Baxter, Stephen
44	1389	0.002498	0.000876	Baxter, Stephen
37	1278	0.002298	0.004615	Baxter, Stephen
55	1175	0.002113	0.002429	Baxter, Stephen
63	833	0.001498	0.002791	Baxter, Stephen
42	779	0.001401	0.002103	Baxter, Stephen
46	680	0.001223	0.001027	Baxter, Stephen
49	634	0.001140	0.001953	Baxter, Stephen
32	566	0.001018	0.001197	Baxter, Stephen
11	514	0.000924	0.001880	Baxter, Stephen
31	499	0.000897	0.001809	Baxter, Stephen
58	461	0.000829	0.000721	Baxter, Stephen
38	443	0.000797	0.000767	Baxter, Stephen
59	427	0.000768	0.001254	Baxter, Stephen
4	421	0.000757	0.000521	Baxter, Stephen
72	415	0.000746	0.001279	Baxter, Stephen
62	402	0.000723	0.000986	Baxter, Stephen
16	337	0.000606	0.000454	Baxter, Stephen
12	279	0.000502	0.000499	Baxter, Stephen
22	245	0.000441	0.000771	Baxter, Stephen
8	241	0.000433	0.000447	Baxter, Stephen
30	222	0.000399	0.000329	Baxter, Stephen
66	210	0.000378	0.001081	Baxter, Stephen
43	168	0.000302	0.001131	Baxter, Stephen
60	128	0.000230	0.000242	Baxter, Stephen
71	123	0.000221	0.000538	Baxter, Stephen
74	116	0.000209	0.000351	Baxter, Stephen
67	107	0.000192	0.000704	Baxter, Stephen
56	105	0.000189	0.000474	Baxter, Stephen
64	95	0.000171	0.000668	Baxter, Stephen
24	71	0.000128	0.000174	Baxter, Stephen
33	68	0.000122	0.000478	Baxter, Stephen
20	64	0.000115	0.000290	Baxter, Stephen
74	278933	0.206960	0.844883	Simmons, Dan
53	64880	0.048139	0.017324	Simmons, Dan
17	61265	0.045457	0.025662	Simmons, Dan
39	46551	0.034540	0.012979	Simmons, Dan
41	43922	0.032589	0.016086	Simmons, Dan
29	42614	0.031618	0.028059	Simmons, Dan
70	40820	0.030287	0.012347	Simmons, Dan
48	39990	0.029671	0.015456	Simmons, Dan
21	38356	0.028459	0.032361	Simmons, Dan
28	37038	0.027481	0.007353	Simmons, Dan
1	35913	0.026646	0.024728	Simmons, Dan
10	34801	0.025821	0.016344	Simmons, Dan
7	33303	0.024710	0.019251	Simmons, Dan
50	31746	0.023555	0.019121	Simmons, Dan
65	29108	0.021597	0.010649	Simmons, Dan
23	26806	0.019889	0.009124	Simmons, Dan
47	25496	0.018917	0.009703	Simmons, Dan
25	25164	0.018671	0.009618	Simmons, Dan
26	24385	0.018093	0.023951	Simmons, Dan
18	21945	0.016283	0.012357	Simmons, Dan
68	21250	0.015767	0.014447	Simmons, Dan
6	20897	0.015505	0.013723	Simmons, Dan
73	20835	0.015459	0.009570	Simmons, Dan
69	19317	0.014333	0.024643	Simmons, Dan
9	19262	0.014292	0.016228	Simmons, Dan
40	18510	0.013734	0.011881	Simmons, Dan
45	16981	0.012599	0.017269	Simmons, Dan
0	15905	0.011801	0.009150	Simmons, Dan
62	15562	0.011547	0.038171	Simmons, Dan
15	15026	0.011149	0.013104	Simmons, Dan
27	14795	0.010977	0.017206	Simmons, Dan
57	13304	0.009871	0.013360	Simmons, Dan
3	13223	0.009811	0.012871	Simmons, Dan
61	13015	0.009657	0.012855	Simmons, Dan
2	12684	0.009411	0.015229	Simmons, Dan
36	11002	0.008163	0.006376	Simmons, Dan
35	10321	0.007658	0.009278	Simmons, Dan
5	10220	0.007583	0.021810	Simmons, Dan
63	8723	0.006472	0.029228	Simmons, Dan
19	8668	0.006431	0.009111	Simmons, Dan
13	7155	0.005309	0.010858	Simmons, Dan
34	6415	0.004760	0.012660	Simmons, Dan
51	5484	0.004069	0.005838	Simmons, Dan
54	5385	0.003996	0.007062	Simmons, Dan
44	5022	0.003726	0.003169	Simmons, Dan
42	4014	0.002978	0.010838	Simmons, Dan
37	2903	0.002154	0.010484	Simmons, Dan
46	2418	0.001794	0.003650	Simmons, Dan
72	2362	0.001753	0.007279	Simmons, Dan
38	2213	0.001642	0.003830	Simmons, Dan
55	2160	0.001603	0.004465	Simmons, Dan
4	1991	0.001477	0.002462	Simmons, Dan
16	1955	0.001451	0.002631	Simmons, Dan
14	1714	0.001272	0.003936	Simmons, Dan
58	1464	0.001086	0.002289	Simmons, Dan
32	1354	0.001005	0.002863	Simmons, Dan
52	1243	0.000922	0.003070	Simmons, Dan
64	1186	0.000880	0.008342	Simmons, Dan
59	1096	0.000813	0.003219	Simmons, Dan
49	946	0.000702	0.002915	Simmons, Dan
12	838	0.000622	0.001499	Simmons, Dan
33	757	0.000562	0.005322	Simmons, Dan
11	632	0.000469	0.002312	Simmons, Dan
8	573	0.000425	0.001062	Simmons, Dan
60	537	0.000398	0.001014	Simmons, Dan
30	490	0.000364	0.000727	Simmons, Dan
31	482	0.000358	0.001747	Simmons, Dan
22	470	0.000349	0.001479	Simmons, Dan
20	394	0.000292	0.001785	Simmons, Dan
71	330	0.000245	0.001444	Simmons, Dan
66	322	0.000239	0.001658	Simmons, Dan
43	318	0.000236	0.002142	Simmons, Dan
56	229	0.000170	0.001033	Simmons, Dan
67	195	0.000145	0.001284	Simmons, Dan
24	177	0.000131	0.000433	Simmons, Dan
60	488992	0.201509	0.923512	May, Julian
53	114356	0.047125	0.030535	May, Julian
28	113241	0.046666	0.022481	May, Julian
39	105696	0.043556	0.029469	May, Julian
7	83239	0.034302	0.048116	May, Julian
50	75185	0.030983	0.045284	May, Julian
17	74968	0.030894	0.031401	May, Julian
65	70146	0.028907	0.025662	May, Julian
29	67724	0.027908	0.044592	May, Julian
10	63857	0.026315	0.029991	May, Julian
70	63842	0.026309	0.019310	May, Julian
47	55319	0.022796	0.021054	May, Julian
23	54749	0.022562	0.018635	May, Julian
25	54258	0.022359	0.020738	May, Julian
48	51996	0.021427	0.020096	May, Julian
57	50869	0.020963	0.051084	May, Julian
41	49097	0.020232	0.017981	May, Julian
15	46148	0.019017	0.040246	May, Julian
35	45573	0.018780	0.040965	May, Julian
21	43960	0.018116	0.037089	May, Julian
68	42795	0.017635	0.029095	May, Julian
1	40512	0.016695	0.027894	May, Julian
9	40409	0.016652	0.034044	May, Julian
40	35478	0.014620	0.022772	May, Julian
0	32300	0.013311	0.018581	May, Julian
26	30871	0.012722	0.030322	May, Julian
19	30184	0.012439	0.031727	May, Julian
36	29375	0.012105	0.017024	May, Julian
73	29211	0.012038	0.013418	May, Julian
45	23726	0.009777	0.024129	May, Julian
6	23179	0.009552	0.015221	May, Julian
5	22715	0.009361	0.048474	May, Julian
18	22404	0.009232	0.012615	May, Julian
69	19458	0.008018	0.024822	May, Julian
13	18381	0.007575	0.027894	May, Julian
3	17543	0.007229	0.017076	May, Julian
34	16265	0.006703	0.032098	May, Julian
61	15997	0.006592	0.015800	May, Julian
42	15757	0.006493	0.042546	May, Julian
27	15568	0.006415	0.018105	May, Julian
44	13659	0.005629	0.008619	May, Julian
2	12224	0.005037	0.014677	May, Julian
54	9645	0.003975	0.012649	May, Julian
51	8440	0.003478	0.008985	May, Julian
72	8210	0.003383	0.025301	May, Julian
63	7448	0.003069	0.024956	May, Julian
55	6469	0.002666	0.013373	May, Julian
4	6180	0.002547	0.007643	May, Julian
38	4681	0.001929	0.008102	May, Julian
62	4397	0.001812	0.010785	May, Julian
46	4090	0.001685	0.006174	May, Julian
14	4068	0.001676	0.009341	May, Julian
58	2976	0.001226	0.004654	May, Julian
11	2731	0.001125	0.009991	May, Julian
37	2644	0.001090	0.009549	May, Julian
30	2614	0.001077	0.003878	May, Julian
33	2535	0.001045	0.017822	May, Julian
8	2425	0.000999	0.004495	May, Julian
16	2315	0.000954	0.003116	May, Julian
64	2137	0.000881	0.015031	May, Julian
52	2076	0.000856	0.005127	May, Julian
32	2034	0.000838	0.004301	May, Julian
43	1954	0.000805	0.013160	May, Julian
31	1863	0.000768	0.006753	May, Julian
22	1710	0.000705	0.005382	May, Julian
67	1683	0.000694	0.011078	May, Julian
59	1628	0.000671	0.004781	May, Julian
12	1593	0.000656	0.002849	May, Julian
74	1438	0.000593	0.004356	May, Julian
49	1388	0.000572	0.004276	May, Julian
20	1232	0.000508	0.005581	May, Julian
56	1080	0.000445	0.004871	May, Julian
71	736	0.000303	0.003221	May, Julian
66	711	0.000293	0.003660	May, Julian
24	293	0.000121	0.000716	May, Julian
65	51903	0.080257	0.018988	Russ, Joanna
62	51310	0.079340	0.125855	Russ, Joanna
15	44611	0.068981	0.038905	Russ, Joanna
28	42542	0.065782	0.008445	Russ, Joanna
73	34768	0.053761	0.015970	Russ, Joanna
40	24979	0.038625	0.016033	Russ, Joanna
50	23505	0.036346	0.014157	Russ, Joanna
23	20405	0.031552	0.006945	Russ, Joanna
53	19857	0.030705	0.005302	Russ, Joanna
47	19676	0.030425	0.007488	Russ, Joanna
10	18044	0.027901	0.008474	Russ, Joanna
70	17614	0.027236	0.005328	Russ, Joanna
2	15439	0.023873	0.018537	Russ, Joanna
41	15247	0.023576	0.005584	Russ, Joanna
7	13991	0.021634	0.008088	Russ, Joanna
25	13773	0.021297	0.005264	Russ, Joanna
0	12885	0.019924	0.007412	Russ, Joanna
39	12784	0.019768	0.003564	Russ, Joanna
48	12754	0.019721	0.004929	Russ, Joanna
35	11964	0.018500	0.010754	Russ, Joanna
14	11273	0.017431	0.025885	Russ, Joanna
1	10203	0.015777	0.007025	Russ, Joanna
17	10128	0.015661	0.004242	Russ, Joanna
26	9412	0.014554	0.009244	Russ, Joanna
69	8862	0.013703	0.011305	Russ, Joanna
57	7668	0.011857	0.007700	Russ, Joanna
29	7599	0.011750	0.005003	Russ, Joanna
3	7443	0.011509	0.007245	Russ, Joanna
61	6417	0.009923	0.006338	Russ, Joanna
9	6020	0.009309	0.005072	Russ, Joanna
27	5438	0.008409	0.006324	Russ, Joanna
6	5428	0.008393	0.003565	Russ, Joanna
68	5299	0.008194	0.003603	Russ, Joanna
54	4775	0.007384	0.006262	Russ, Joanna
36	4758	0.007357	0.002758	Russ, Joanna
13	4738	0.007326	0.007190	Russ, Joanna
18	4674	0.007227	0.002632	Russ, Joanna
45	4144	0.006408	0.004214	Russ, Joanna
34	3975	0.006146	0.007844	Russ, Joanna
42	3459	0.005349	0.009340	Russ, Joanna
51	2869	0.004436	0.003054	Russ, Joanna
19	2815	0.004353	0.002959	Russ, Joanna
21	2713	0.004195	0.002289	Russ, Joanna
55	2398	0.003708	0.004957	Russ, Joanna
63	2340	0.003618	0.007841	Russ, Joanna
44	2043	0.003159	0.001289	Russ, Joanna
11	1950	0.003015	0.007134	Russ, Joanna
46	1807	0.002794	0.002728	Russ, Joanna
31	1503	0.002324	0.005448	Russ, Joanna
5	1478	0.002285	0.003154	Russ, Joanna
38	1214	0.001877	0.002101	Russ, Joanna
72	1176	0.001818	0.003624	Russ, Joanna
4	1136	0.001757	0.001405	Russ, Joanna
22	1116	0.001726	0.003513	Russ, Joanna
64	818	0.001265	0.005754	Russ, Joanna
59	782	0.001209	0.002296	Russ, Joanna
20	743	0.001149	0.003366	Russ, Joanna
33	655	0.001013	0.004605	Russ, Joanna
67	640	0.000990	0.004213	Russ, Joanna
43	585	0.000905	0.003940	Russ, Joanna
60	581	0.000898	0.001097	Russ, Joanna
12	580	0.000897	0.001037	Russ, Joanna
52	559	0.000864	0.001381	Russ, Joanna
58	554	0.000857	0.000866	Russ, Joanna
8	493	0.000762	0.000914	Russ, Joanna
30	484	0.000748	0.000718	Russ, Joanna
32	439	0.000679	0.000928	Russ, Joanna
16	439	0.000679	0.000591	Russ, Joanna
37	386	0.000597	0.001394	Russ, Joanna
71	362	0.000560	0.001584	Russ, Joanna
56	320	0.000495	0.001443	Russ, Joanna
66	302	0.000467	0.001555	Russ, Joanna
49	267	0.000413	0.000823	Russ, Joanna
74	207	0.000320	0.000627	Russ, Joanna
24	192	0.000297	0.000469	Russ, Joanna
0	31776	0.086536	0.018280	Orwell, George
42	25955	0.070684	0.070082	Orwell, George
10	23244	0.063301	0.010917	Orwell, George
48	22403	0.061010	0.008658	Orwell, George
47	19894	0.054178	0.007571	Orwell, George
53	17680	0.048148	0.004721	Orwell, George
23	17628	0.048007	0.006000	Orwell, George
40	12831	0.034943	0.008236	Orwell, George
39	12791	0.034834	0.003566	Orwell, George
25	12667	0.034496	0.004842	Orwell, George
28	11405	0.031059	0.002264	Orwell, George
36	9525	0.025940	0.005520	Orwell, George
70	9429	0.025678	0.002852	Orwell, George
50	9048	0.024641	0.005450	Orwell, George
41	9037	0.024611	0.003310	Orwell, George
6	8577	0.023358	0.005632	Orwell, George
65	7679	0.020912	0.002809	Orwell, George
73	7115	0.019376	0.003268	Orwell, George
57	6759	0.018407	0.006788	Orwell, George
1	6647	0.018102	0.004577	Orwell, George
26	6348	0.017288	0.006235	Orwell, George
17	6332	0.017244	0.002652	Orwell, George
2	5976	0.016275	0.007175	Orwell, George
15	4907	0.013363	0.004279	Orwell, George
7	4645	0.012650	0.002685	Orwell, George
