topicID	numTokensOfTopic	topicInAuthor	authorInTopic	author
46	2876	0.001572	0.004342	Wells, H. G. (Herbert George)
4	2671	0.001460	0.003303	Wells, H. G. (Herbert George)
64	2640	0.001443	0.018569	Wells, H. G. (Herbert George)
38	2413	0.001319	0.004176	Wells, H. G. (Herbert George)
30	2349	0.001284	0.003485	Wells, H. G. (Herbert George)
37	2311	0.001263	0.008346	Wells, H. G. (Herbert George)
31	2007	0.001097	0.007275	Wells, H. G. (Herbert George)
49	1444	0.000789	0.004449	Wells, H. G. (Herbert George)
67	1399	0.000765	0.009209	Wells, H. G. (Herbert George)
12	1360	0.000743	0.002433	Wells, H. G. (Herbert George)
52	1282	0.000701	0.003166	Wells, H. G. (Herbert George)
22	1230	0.000672	0.003871	Wells, H. G. (Herbert George)
11	1227	0.000671	0.004489	Wells, H. G. (Herbert George)
8	1187	0.000649	0.002200	Wells, H. G. (Herbert George)
58	1043	0.000570	0.001631	Wells, H. G. (Herbert George)
16	953	0.000521	0.001283	Wells, H. G. (Herbert George)
60	931	0.000509	0.001758	Wells, H. G. (Herbert George)
43	930	0.000508	0.006263	Wells, H. G. (Herbert George)
59	863	0.000472	0.002534	Wells, H. G. (Herbert George)
66	753	0.000412	0.003876	Wells, H. G. (Herbert George)
32	700	0.000383	0.001480	Wells, H. G. (Herbert George)
56	698	0.000382	0.003148	Wells, H. G. (Herbert George)
55	611	0.000334	0.001263	Wells, H. G. (Herbert George)
74	557	0.000304	0.001687	Wells, H. G. (Herbert George)
20	547	0.000299	0.002478	Wells, H. G. (Herbert George)
71	511	0.000279	0.002236	Wells, H. G. (Herbert George)
13	43222	0.086253	0.065591	Moore, Ward
39	36567	0.072972	0.010195	Moore, Ward
2	29255	0.058380	0.035125	Moore, Ward
0	24599	0.049089	0.014151	Moore, Ward
35	24520	0.048931	0.022041	Moore, Ward
47	24047	0.047987	0.009152	Moore, Ward
23	23484	0.046864	0.007993	Moore, Ward
70	23094	0.046086	0.006985	Moore, Ward
61	17414	0.034751	0.017200	Moore, Ward
28	17091	0.034106	0.003393	Moore, Ward
7	16347	0.032622	0.009449	Moore, Ward
10	15665	0.031261	0.007357	Moore, Ward
25	14798	0.029530	0.005656	Moore, Ward
53	13544	0.027028	0.003616	Moore, Ward
48	12156	0.024258	0.004698	Moore, Ward
3	11676	0.023300	0.011365	Moore, Ward
36	11668	0.023284	0.006762	Moore, Ward
41	10001	0.019958	0.003663	Moore, Ward
54	9117	0.018194	0.011956	Moore, Ward
21	8654	0.017270	0.007301	Moore, Ward
65	8532	0.017026	0.003121	Moore, Ward
17	7840	0.015645	0.003284	Moore, Ward
29	7273	0.014514	0.004789	Moore, Ward
9	6238	0.012448	0.005255	Moore, Ward
73	6019	0.012011	0.002765	Moore, Ward
50	5904	0.011782	0.003556	Moore, Ward
57	5733	0.011441	0.005757	Moore, Ward
40	4255	0.008491	0.002731	Moore, Ward
26	4124	0.008230	0.004051	Moore, Ward
6	3948	0.007879	0.002593	Moore, Ward
15	3919	0.007821	0.003418	Moore, Ward
68	3880	0.007743	0.002638	Moore, Ward
1	3671	0.007326	0.002528	Moore, Ward
44	3258	0.006502	0.002056	Moore, Ward
18	3207	0.006400	0.001806	Moore, Ward
63	2913	0.005813	0.009761	Moore, Ward
5	2757	0.005502	0.005883	Moore, Ward
34	2431	0.004851	0.004797	Moore, Ward
67	2040	0.004071	0.013428	Moore, Ward
19	1904	0.003800	0.002001	Moore, Ward
69	1869	0.003730	0.002384	Moore, Ward
27	1755	0.003502	0.002041	Moore, Ward
45	1753	0.003498	0.001783	Moore, Ward
37	1495	0.002983	0.005399	Moore, Ward
42	1436	0.002866	0.003877	Moore, Ward
46	1262	0.002518	0.001905	Moore, Ward
30	1045	0.002085	0.001550	Moore, Ward
64	1033	0.002061	0.007266	Moore, Ward
62	883	0.001762	0.002166	Moore, Ward
4	850	0.001696	0.001051	Moore, Ward
55	816	0.001628	0.001687	Moore, Ward
11	813	0.001622	0.002974	Moore, Ward
31	789	0.001575	0.002860	Moore, Ward
60	749	0.001495	0.001415	Moore, Ward
22	730	0.001457	0.002298	Moore, Ward
14	693	0.001383	0.001591	Moore, Ward
12	637	0.001271	0.001139	Moore, Ward
51	616	0.001229	0.000656	Moore, Ward
72	594	0.001185	0.001831	Moore, Ward
38	521	0.001040	0.000902	Moore, Ward
43	476	0.000950	0.003206	Moore, Ward
20	374	0.000746	0.001694	Moore, Ward
8	365	0.000728	0.000677	Moore, Ward
33	362	0.000722	0.002545	Moore, Ward
16	321	0.000641	0.000432	Moore, Ward
52	319	0.000637	0.000788	Moore, Ward
58	303	0.000605	0.000474	Moore, Ward
66	300	0.000599	0.001544	Moore, Ward
59	280	0.000559	0.000822	Moore, Ward
49	217	0.000433	0.000669	Moore, Ward
56	200	0.000399	0.000902	Moore, Ward
32	195	0.000389	0.000412	Moore, Ward
74	116	0.000231	0.000351	Moore, Ward
71	107	0.000214	0.000468	Moore, Ward
24	71	0.000142	0.000174	Moore, Ward
65	104902	0.127078	0.038377	Butler, Octavia E
73	80119	0.097056	0.036801	Butler, Octavia E
15	68248	0.082676	0.059519	Butler, Octavia E
10	65036	0.078785	0.030544	Butler, Octavia E
28	47292	0.057290	0.009388	Butler, Octavia E
48	46659	0.056523	0.018033	Butler, Octavia E
70	41766	0.050595	0.012633	Butler, Octavia E
53	39709	0.048104	0.010603	Butler, Octavia E
47	24578	0.029774	0.009354	Butler, Octavia E
23	23144	0.028037	0.007877	Butler, Octavia E
40	21884	0.026510	0.014046	Butler, Octavia E
41	16814	0.020369	0.006158	Butler, Octavia E
6	15978	0.019356	0.010493	Butler, Octavia E
7	15442	0.018706	0.008926	Butler, Octavia E
39	14319	0.017346	0.003992	Butler, Octavia E
57	13564	0.016431	0.013621	Butler, Octavia E
36	13340	0.016160	0.007731	Butler, Octavia E
50	12459	0.015093	0.007504	Butler, Octavia E
14	11591	0.014041	0.026616	Butler, Octavia E
2	11110	0.013459	0.013339	Butler, Octavia E
69	10147	0.012292	0.012944	Butler, Octavia E
0	9200	0.011145	0.005293	Butler, Octavia E
25	7721	0.009353	0.002951	Butler, Octavia E
21	7684	0.009308	0.006483	Butler, Octavia E
19	7676	0.009299	0.008068	Butler, Octavia E
61	6817	0.008258	0.006733	Butler, Octavia E
1	6541	0.007924	0.004504	Butler, Octavia E
3	6515	0.007892	0.006342	Butler, Octavia E
44	5941	0.007197	0.003749	Butler, Octavia E
9	5244	0.006353	0.004418	Butler, Octavia E
26	4925	0.005966	0.004837	Butler, Octavia E
13	4777	0.005787	0.007249	Butler, Octavia E
34	4730	0.005730	0.009334	Butler, Octavia E
17	4695	0.005688	0.001967	Butler, Octavia E
5	4441	0.005380	0.009477	Butler, Octavia E
54	4411	0.005343	0.005785	Butler, Octavia E
29	4205	0.005094	0.002769	Butler, Octavia E
45	3334	0.004039	0.003391	Butler, Octavia E
35	2934	0.003554	0.002637	Butler, Octavia E
38	2637	0.003194	0.004564	Butler, Octavia E
68	2419	0.002930	0.001645	Butler, Octavia E
4	2048	0.002481	0.002533	Butler, Octavia E
18	1979	0.002397	0.001114	Butler, Octavia E
46	1889	0.002288	0.002852	Butler, Octavia E
27	1736	0.002103	0.002019	Butler, Octavia E
51	1648	0.001996	0.001755	Butler, Octavia E
55	1282	0.001553	0.002650	Butler, Octavia E
62	1155	0.001399	0.002833	Butler, Octavia E
63	938	0.001136	0.003143	Butler, Octavia E
16	686	0.000831	0.000923	Butler, Octavia E
11	566	0.000686	0.002071	Butler, Octavia E
12	548	0.000664	0.000980	Butler, Octavia E
72	523	0.000634	0.001612	Butler, Octavia E
52	442	0.000535	0.001092	Butler, Octavia E
22	428	0.000518	0.001347	Butler, Octavia E
59	402	0.000487	0.001181	Butler, Octavia E
42	399	0.000483	0.001077	Butler, Octavia E
31	394	0.000477	0.001428	Butler, Octavia E
64	388	0.000470	0.002729	Butler, Octavia E
58	352	0.000426	0.000550	Butler, Octavia E
30	301	0.000365	0.000447	Butler, Octavia E
56	301	0.000365	0.001358	Butler, Octavia E
60	271	0.000328	0.000512	Butler, Octavia E
8	270	0.000327	0.000500	Butler, Octavia E
32	267	0.000323	0.000565	Butler, Octavia E
66	216	0.000262	0.001112	Butler, Octavia E
37	167	0.000202	0.000603	Butler, Octavia E
74	156	0.000189	0.000473	Butler, Octavia E
71	143	0.000173	0.000626	Butler, Octavia E
20	142	0.000172	0.000643	Butler, Octavia E
49	129	0.000156	0.000397	Butler, Octavia E
33	108	0.000131	0.000759	Butler, Octavia E
24	94	0.000114	0.000230	Butler, Octavia E
67	92	0.000111	0.000606	Butler, Octavia E
43	82	0.000099	0.000552	Butler, Octavia E
31	44169	0.089868	0.160103	Sagan, Carl
25	39404	0.080173	0.015061	Sagan, Carl
39	33779	0.068728	0.009418	Sagan, Carl
47	30982	0.063037	0.011791	Sagan, Carl
18	30205	0.061456	0.017008	Sagan, Carl
28	28810	0.058618	0.005719	Sagan, Carl
0	20423	0.041553	0.011749	Sagan, Carl
23	16344	0.033254	0.005563	Sagan, Carl
27	15267	0.031063	0.017755	Sagan, Carl
45	12893	0.026232	0.013112	Sagan, Carl
70	12848	0.026141	0.003886	Sagan, Carl
73	12620	0.025677	0.005797	Sagan, Carl
2	11964	0.024342	0.014365	Sagan, Carl
17	10635	0.021638	0.004455	Sagan, Carl
13	9562	0.019455	0.014511	Sagan, Carl
65	9457	0.019241	0.003460	Sagan, Carl
48	9423	0.019172	0.003642	Sagan, Carl
63	8183	0.016649	0.027419	Sagan, Carl
26	7871	0.016015	0.007731	Sagan, Carl
10	7085	0.014415	0.003327	Sagan, Carl
35	7043	0.014330	0.006331	Sagan, Carl
15	6850	0.013937	0.005974	Sagan, Carl
3	6639	0.013508	0.006462	Sagan, Carl
50	6588	0.013404	0.003968	Sagan, Carl
41	6365	0.012950	0.002331	Sagan, Carl
54	5631	0.011457	0.007385	Sagan, Carl
61	5512	0.011215	0.005444	Sagan, Carl
1	5435	0.011058	0.003742	Sagan, Carl
6	5375	0.010936	0.003530	Sagan, Carl
36	5254	0.010690	0.003045	Sagan, Carl
29	5199	0.010578	0.003423	Sagan, Carl
40	4900	0.009970	0.003145	Sagan, Carl
53	4310	0.008769	0.001151	Sagan, Carl
9	4201	0.008547	0.003539	Sagan, Carl
68	3872	0.007878	0.002632	Sagan, Carl
7	3011	0.006126	0.001741	Sagan, Carl
21	2867	0.005833	0.002419	Sagan, Carl
57	2729	0.005553	0.002741	Sagan, Carl
19	2464	0.005013	0.002590	Sagan, Carl
69	2283	0.004645	0.002912	Sagan, Carl
34	1865	0.003795	0.003680	Sagan, Carl
5	1686	0.003430	0.003598	Sagan, Carl
44	1525	0.003103	0.000962	Sagan, Carl
46	1513	0.003078	0.002284	Sagan, Carl
52	1477	0.003005	0.003648	Sagan, Carl
42	1220	0.002482	0.003294	Sagan, Carl
14	1210	0.002462	0.002778	Sagan, Carl
11	1181	0.002403	0.004320	Sagan, Carl
72	1168	0.002376	0.003599	Sagan, Carl
51	997	0.002029	0.001061	Sagan, Carl
62	723	0.001471	0.001773	Sagan, Carl
12	691	0.001406	0.001236	Sagan, Carl
64	629	0.001280	0.004424	Sagan, Carl
38	591	0.001202	0.001023	Sagan, Carl
37	501	0.001019	0.001809	Sagan, Carl
59	483	0.000983	0.001418	Sagan, Carl
8	460	0.000936	0.000853	Sagan, Carl
74	452	0.000920	0.001369	Sagan, Carl
4	447	0.000909	0.000553	Sagan, Carl
58	444	0.000903	0.000694	Sagan, Carl
49	426	0.000867	0.001312	Sagan, Carl
16	420	0.000855	0.000565	Sagan, Carl
30	383	0.000779	0.000568	Sagan, Carl
55	358	0.000728	0.000740	Sagan, Carl
60	312	0.000635	0.000589	Sagan, Carl
43	287	0.000584	0.001933	Sagan, Carl
32	265	0.000539	0.000560	Sagan, Carl
22	234	0.000476	0.000737	Sagan, Carl
56	221	0.000450	0.000997	Sagan, Carl
67	216	0.000439	0.001422	Sagan, Carl
20	215	0.000437	0.000974	Sagan, Carl
66	154	0.000313	0.000793	Sagan, Carl
71	130	0.000265	0.000569	Sagan, Carl
33	88	0.000179	0.000619	Sagan, Carl
24	66	0.000134	0.000161	Sagan, Carl
59	118585	0.112782	0.348238	Card, Orson Scott
28	89272	0.084904	0.017722	Card, Orson Scott
65	87765	0.083470	0.032108	Card, Orson Scott
10	72860	0.069295	0.034219	Card, Orson Scott
39	55243	0.052540	0.015402	Card, Orson Scott
23	52730	0.050150	0.017947	Card, Orson Scott
73	41467	0.039438	0.019047	Card, Orson Scott
15	40274	0.038303	0.035123	Card, Orson Scott
47	30235	0.028756	0.011507	Card, Orson Scott
37	27914	0.026548	0.100809	Card, Orson Scott
48	27649	0.026296	0.010686	Card, Orson Scott
41	26112	0.024834	0.009563	Card, Orson Scott
70	25228	0.023994	0.007631	Card, Orson Scott
53	24435	0.023239	0.006524	Card, Orson Scott
25	24090	0.022911	0.009208	Card, Orson Scott
6	20325	0.019330	0.013347	Card, Orson Scott
0	18482	0.017578	0.010632	Card, Orson Scott
21	17332	0.016484	0.014623	Card, Orson Scott
45	16856	0.016031	0.017142	Card, Orson Scott
26	15756	0.014985	0.015476	Card, Orson Scott
7	13638	0.012971	0.007883	Card, Orson Scott
2	13461	0.012802	0.016162	Card, Orson Scott
35	13254	0.012605	0.011914	Card, Orson Scott
36	12441	0.011832	0.007210	Card, Orson Scott
40	11925	0.011341	0.007654	Card, Orson Scott
69	10592	0.010074	0.013512	Card, Orson Scott
18	10192	0.009693	0.005739	Card, Orson Scott
19	9807	0.009327	0.010308	Card, Orson Scott
68	8815	0.008384	0.005993	Card, Orson Scott
57	8131	0.007733	0.008165	Card, Orson Scott
1	7763	0.007383	0.005345	Card, Orson Scott
9	7731	0.007353	0.006513	Card, Orson Scott
17	7623	0.007250	0.003193	Card, Orson Scott
61	7251	0.006896	0.007162	Card, Orson Scott
13	7221	0.006868	0.010958	Card, Orson Scott
27	6482	0.006165	0.007538	Card, Orson Scott
29	6392	0.006079	0.004209	Card, Orson Scott
50	6157	0.005856	0.003708	Card, Orson Scott
14	5598	0.005324	0.012854	Card, Orson Scott
54	4877	0.004638	0.006396	Card, Orson Scott
44	3750	0.003567	0.002366	Card, Orson Scott
34	3130	0.002977	0.006177	Card, Orson Scott
63	2782	0.002646	0.009322	Card, Orson Scott
3	2762	0.002627	0.002689	Card, Orson Scott
5	2449	0.002329	0.005226	Card, Orson Scott
51	2182	0.002075	0.002323	Card, Orson Scott
62	2002	0.001904	0.004911	Card, Orson Scott
4	1712	0.001628	0.002117	Card, Orson Scott
42	1669	0.001587	0.004507	Card, Orson Scott
46	1570	0.001493	0.002370	Card, Orson Scott
55	1402	0.001333	0.002898	Card, Orson Scott
38	1145	0.001089	0.001982	Card, Orson Scott
16	1098	0.001044	0.001478	Card, Orson Scott
64	1084	0.001031	0.007625	Card, Orson Scott
58	1081	0.001028	0.001690	Card, Orson Scott
72	981	0.000933	0.003023	Card, Orson Scott
12	949	0.000903	0.001697	Card, Orson Scott
31	907	0.000863	0.003288	Card, Orson Scott
30	778	0.000740	0.001154	Card, Orson Scott
11	616	0.000586	0.002253	Card, Orson Scott
8	559	0.000532	0.001036	Card, Orson Scott
52	551	0.000524	0.001361	Card, Orson Scott
22	527	0.000501	0.001659	Card, Orson Scott
32	513	0.000488	0.001085	Card, Orson Scott
33	479	0.000456	0.003368	Card, Orson Scott
60	475	0.000452	0.000897	Card, Orson Scott
49	456	0.000434	0.001405	Card, Orson Scott
43	301	0.000286	0.002027	Card, Orson Scott
71	301	0.000286	0.001317	Card, Orson Scott
74	279	0.000265	0.000845	Card, Orson Scott
20	256	0.000243	0.001160	Card, Orson Scott
56	241	0.000229	0.001087	Card, Orson Scott
66	212	0.000202	0.001091	Card, Orson Scott
67	152	0.000145	0.001001	Card, Orson Scott
24	138	0.000131	0.000337	Card, Orson Scott
53	29477	0.131859	0.007871	Hopkinson, Nalo
65	24176	0.108146	0.008845	Hopkinson, Nalo
40	17102	0.076502	0.010977	Hopkinson, Nalo
38	16793	0.075120	0.029065	Hopkinson, Nalo
28	13593	0.060805	0.002698	Hopkinson, Nalo
41	10861	0.048584	0.003978	Hopkinson, Nalo
48	8947	0.040022	0.003458	Hopkinson, Nalo
70	8026	0.035902	0.002428	Hopkinson, Nalo
57	6977	0.031210	0.007006	Hopkinson, Nalo
34	5340	0.023887	0.010538	Hopkinson, Nalo
73	5155	0.023060	0.002368	Hopkinson, Nalo
10	4996	0.022348	0.002346	Hopkinson, Nalo
3	4895	0.021897	0.004765	Hopkinson, Nalo
7	4741	0.021208	0.002741	Hopkinson, Nalo
15	4717	0.021100	0.004114	Hopkinson, Nalo
50	4117	0.018416	0.002480	Hopkinson, Nalo
6	3866	0.017294	0.002539	Hopkinson, Nalo
17	3501	0.015661	0.001466	Hopkinson, Nalo
39	3203	0.014328	0.000893	Hopkinson, Nalo
69	3006	0.013447	0.003835	Hopkinson, Nalo
55	2993	0.013389	0.006187	Hopkinson, Nalo
1	2935	0.013129	0.002021	Hopkinson, Nalo
9	2285	0.010221	0.001925	Hopkinson, Nalo
23	2231	0.009980	0.000759	Hopkinson, Nalo
14	1926	0.008616	0.004423	Hopkinson, Nalo
61	1747	0.007815	0.001726	Hopkinson, Nalo
47	1610	0.007202	0.000613	Hopkinson, Nalo
35	1436	0.006424	0.001291	Hopkinson, Nalo
27	1426	0.006379	0.001658	Hopkinson, Nalo
21	1296	0.005797	0.001093	Hopkinson, Nalo
0	1275	0.005703	0.000733	Hopkinson, Nalo
68	1269	0.005677	0.000863	Hopkinson, Nalo
26	1248	0.005583	0.001226	Hopkinson, Nalo
54	1187	0.005310	0.001557	Hopkinson, Nalo
29	1105	0.004943	0.000728	Hopkinson, Nalo
36	1036	0.004634	0.000600	Hopkinson, Nalo
25	1029	0.004603	0.000393	Hopkinson, Nalo
51	985	0.004406	0.001049	Hopkinson, Nalo
13	954	0.004268	0.001448	Hopkinson, Nalo
44	878	0.003928	0.000554	Hopkinson, Nalo
19	794	0.003552	0.000835	Hopkinson, Nalo
2	722	0.003230	0.000867	Hopkinson, Nalo
42	711	0.003180	0.001920	Hopkinson, Nalo
4	607	0.002715	0.000751	Hopkinson, Nalo
52	579	0.002590	0.001430	Hopkinson, Nalo
18	513	0.002295	0.000289	Hopkinson, Nalo
32	495	0.002214	0.001047	Hopkinson, Nalo
63	484	0.002165	0.001622	Hopkinson, Nalo
22	422	0.001888	0.001328	Hopkinson, Nalo
46	349	0.001561	0.000527	Hopkinson, Nalo
31	341	0.001525	0.001236	Hopkinson, Nalo
45	305	0.001364	0.000310	Hopkinson, Nalo
60	274	0.001226	0.000517	Hopkinson, Nalo
58	245	0.001096	0.000383	Hopkinson, Nalo
11	241	0.001078	0.000882	Hopkinson, Nalo
49	237	0.001060	0.000730	Hopkinson, Nalo
5	215	0.000962	0.000459	Hopkinson, Nalo
72	196	0.000877	0.000604	Hopkinson, Nalo
16	142	0.000635	0.000191	Hopkinson, Nalo
20	131	0.000586	0.000593	Hopkinson, Nalo
64	131	0.000586	0.000921	Hopkinson, Nalo
74	123	0.000550	0.000373	Hopkinson, Nalo
67	122	0.000546	0.000803	Hopkinson, Nalo
8	110	0.000492	0.000204	Hopkinson, Nalo
37	109	0.000488	0.000394	Hopkinson, Nalo
62	93	0.000416	0.000228	Hopkinson, Nalo
59	89	0.000398	0.000261	Hopkinson, Nalo
12	80	0.000358	0.000143	Hopkinson, Nalo
30	77	0.000344	0.000114	Hopkinson, Nalo
71	73	0.000327	0.000319	Hopkinson, Nalo
56	51	0.000228	0.000230	Hopkinson, Nalo
43	50	0.000224	0.000337	Hopkinson, Nalo
66	46	0.000206	0.000237	Hopkinson, Nalo
24	28	0.000125	0.000068	Hopkinson, Nalo
33	25	0.000112	0.000176	Hopkinson, Nalo
62	105739	0.265030	0.259361	Tiptree, James
26	40688	0.101983	0.039964	Tiptree, James
48	35447	0.088846	0.013700	Tiptree, James
28	18329	0.045941	0.003639	Tiptree, James
17	17858	0.044760	0.007480	Tiptree, James
65	13193	0.033068	0.004827	Tiptree, James
53	11883	0.029784	0.003173	Tiptree, James
23	11752	0.029456	0.004000	Tiptree, James
10	10536	0.026408	0.004948	Tiptree, James
70	9364	0.023470	0.002832	Tiptree, James
39	8432	0.021134	0.002351	Tiptree, James
73	7938	0.019896	0.003646	Tiptree, James
36	7903	0.019809	0.004580	Tiptree, James
25	7636	0.019139	0.002919	Tiptree, James
47	7333	0.018380	0.002791	Tiptree, James
35	6779	0.016991	0.006094	Tiptree, James
27	5409	0.013557	0.006290	Tiptree, James
18	5356	0.013425	0.003016	Tiptree, James
15	4836	0.012121	0.004217	Tiptree, James
50	3846	0.009640	0.002316	Tiptree, James
41	3777	0.009467	0.001383	Tiptree, James
40	3595	0.009011	0.002307	Tiptree, James
6	3516	0.008813	0.002309	Tiptree, James
21	3495	0.008760	0.002949	Tiptree, James
9	3263	0.008179	0.002749	Tiptree, James
68	3251	0.008148	0.002210	Tiptree, James
7	3207	0.008038	0.001854	Tiptree, James
45	3019	0.007567	0.003070	Tiptree, James
3	2503	0.006274	0.002436	Tiptree, James
34	2298	0.005760	0.004535	Tiptree, James
54	2206	0.005529	0.002893	Tiptree, James
29	2083	0.005221	0.001372	Tiptree, James
19	1931	0.004840	0.002030	Tiptree, James
44	1910	0.004787	0.001205	Tiptree, James
0	1858	0.004657	0.001069	Tiptree, James
1	1502	0.003765	0.001034	Tiptree, James
69	1431	0.003587	0.001826	Tiptree, James
61	1281	0.003211	0.001265	Tiptree, James
57	1151	0.002885	0.001156	Tiptree, James
2	970	0.002431	0.001165	Tiptree, James
5	952	0.002386	0.002032	Tiptree, James
46	619	0.001551	0.000934	Tiptree, James
13	593	0.001486	0.000900	Tiptree, James
4	572	0.001434	0.000707	Tiptree, James
14	502	0.001258	0.001153	Tiptree, James
42	497	0.001246	0.001342	Tiptree, James
58	497	0.001246	0.000777	Tiptree, James
51	483	0.001211	0.000514	Tiptree, James
37	438	0.001098	0.001582	Tiptree, James
30	437	0.001095	0.000648	Tiptree, James
52	411	0.001030	0.001015	Tiptree, James
55	369	0.000925	0.000763	Tiptree, James
16	352	0.000882	0.000474	Tiptree, James
31	325	0.000815	0.001178	Tiptree, James
8	293	0.000734	0.000543	Tiptree, James
12	290	0.000727	0.000519	Tiptree, James
22	274	0.000687	0.000862	Tiptree, James
32	246	0.000617	0.000520	Tiptree, James
63	244	0.000612	0.000818	Tiptree, James
11	238	0.000597	0.000871	Tiptree, James
74	212	0.000531	0.000642	Tiptree, James
38	209	0.000524	0.000362	Tiptree, James
60	202	0.000506	0.000381	Tiptree, James
59	193	0.000484	0.000567	Tiptree, James
72	191	0.000479	0.000589	Tiptree, James
20	159	0.000399	0.000720	Tiptree, James
64	141	0.000353	0.000992	Tiptree, James
43	138	0.000346	0.000929	Tiptree, James
56	106	0.000266	0.000478	Tiptree, James
49	83	0.000208	0.000256	Tiptree, James
67	58	0.000145	0.000382	Tiptree, James
71	42	0.000105	0.000184	Tiptree, James
66	42	0.000105	0.000216	Tiptree, James
24	35	0.000088	0.000086	Tiptree, James
33	23	0.000058	0.000162	Tiptree, James
19	80235	0.114902	0.084336	Martin, George R. R
53	49389	0.070728	0.013188	Martin, George R. R
17	46902	0.067167	0.019645	Martin, George R. R
70	33675	0.048225	0.010186	Martin, George R. R
41	32432	0.046445	0.011878	Martin, George R. R
65	29189	0.041801	0.010679	Martin, George R. R
28	28393	0.040661	0.005637	Martin, George R. R
50	28376	0.040636	0.017091	Martin, George R. R
1	26429	0.037848	0.018197	Martin, George R. R
9	24893	0.035649	0.020972	Martin, George R. R
48	21928	0.031402	0.008475	Martin, George R. R
45	21356	0.030583	0.021718	Martin, George R. R
10	21008	0.030085	0.009866	Martin, George R. R
57	16106	0.023065	0.016174	Martin, George R. R
47	16066	0.023008	0.006115	Martin, George R. R
23	15885	0.022748	0.005407	Martin, George R. R
6	14477	0.020732	0.009507	Martin, George R. R
7	13374	0.019153	0.007731	Martin, George R. R
29	12753	0.018263	0.008397	Martin, George R. R
39	11295	0.016175	0.003149	Martin, George R. R
73	11159	0.015980	0.005126	Martin, George R. R
40	10632	0.015226	0.006824	Martin, George R. R
18	9813	0.014053	0.005526	Martin, George R. R
68	8530	0.012216	0.005799	Martin, George R. R
69	7844	0.011233	0.010007	Martin, George R. R
0	7672	0.010987	0.004413	Martin, George R. R
21	7083	0.010143	0.005976	Martin, George R. R
14	6996	0.010019	0.016064	Martin, George R. R
15	6556	0.009389	0.005718	Martin, George R. R
25	6226	0.008916	0.002380	Martin, George R. R
3	5789	0.008290	0.005635	Martin, George R. R
63	5574	0.007982	0.018677	Martin, George R. R
26	4941	0.007076	0.004853	Martin, George R. R
13	4547	0.006512	0.006900	Martin, George R. R
51	4510	0.006459	0.004801	Martin, George R. R
36	4444	0.006364	0.002576	Martin, George R. R
4	4275	0.006122	0.005287	Martin, George R. R
61	4119	0.005899	0.004068	Martin, George R. R
44	3981	0.005701	0.002512	Martin, George R. R
27	3501	0.005014	0.004071	Martin, George R. R
35	3202	0.004585	0.002878	Martin, George R. R
2	3085	0.004418	0.003704	Martin, George R. R
42	1843	0.002639	0.004976	Martin, George R. R
5	1510	0.002162	0.003222	Martin, George R. R
54	1495	0.002141	0.001961	Martin, George R. R
72	1200	0.001718	0.003698	Martin, George R. R
16	1143	0.001637	0.001538	Martin, George R. R
62	1121	0.001605	0.002750	Martin, George R. R
46	1093	0.001565	0.001650	Martin, George R. R
38	1092	0.001564	0.001890	Martin, George R. R
34	1088	0.001558	0.002147	Martin, George R. R
52	830	0.001189	0.002050	Martin, George R. R
55	543	0.000778	0.001123	Martin, George R. R
58	490	0.000702	0.000766	Martin, George R. R
8	490	0.000702	0.000908	Martin, George R. R
67	478	0.000685	0.003146	Martin, George R. R
37	427	0.000611	0.001542	Martin, George R. R
60	402	0.000576	0.000759	Martin, George R. R
59	370	0.000530	0.001087	Martin, George R. R
56	366	0.000524	0.001651	Martin, George R. R
31	358	0.000513	0.001298	Martin, George R. R
30	356	0.000510	0.000528	Martin, George R. R
32	349	0.000500	0.000738	Martin, George R. R
12	328	0.000470	0.000587	Martin, George R. R
22	279	0.000400	0.000878	Martin, George R. R
64	277	0.000397	0.001948	Martin, George R. R
11	251	0.000359	0.000918	Martin, George R. R
43	243	0.000348	0.001637	Martin, George R. R
74	238	0.000341	0.000721	Martin, George R. R
49	210	0.000301	0.000647	Martin, George R. R
20	207	0.000296	0.000938	Martin, George R. R
33	204	0.000292	0.001434	Martin, George R. R
71	158	0.000226	0.000691	Martin, George R. R
66	136	0.000195	0.000700	Martin, George R. R
24	75	0.000107	0.000183	Martin, George R. R
53	68978	0.076922	0.018418	Sturgeon, Theodore
40	61368	0.068435	0.039390	Sturgeon, Theodore
73	60263	0.067203	0.027681	Sturgeon, Theodore
28	57132	0.063711	0.011342	Sturgeon, Theodore
65	52379	0.058411	0.019162	Sturgeon, Theodore
70	42552	0.047452	0.012871	Sturgeon, Theodore
41	42295	0.047166	0.015490	Sturgeon, Theodore
48	33620	0.037492	0.012994	Sturgeon, Theodore
25	30846	0.034398	0.011790	Sturgeon, Theodore
50	24523	0.027347	0.014770	Sturgeon, Theodore
23	22695	0.025309	0.007725	Sturgeon, Theodore
10	22249	0.024811	0.010449	Sturgeon, Theodore
7	22162	0.024714	0.012811	Sturgeon, Theodore
17	18639	0.020786	0.007807	Sturgeon, Theodore
47	18087	0.020170	0.006884	Sturgeon, Theodore
26	17085	0.019053	0.016781	Sturgeon, Theodore
57	16237	0.018107	0.016305	Sturgeon, Theodore
62	14695	0.016387	0.036045	Sturgeon, Theodore
9	13815	0.015406	0.011639	Sturgeon, Theodore
3	13713	0.015292	0.013348	Sturgeon, Theodore
