topicID	numTokens	proportionOfTopic	proportionOfWord	word
24	2068	0.005057	0.056876	machine
24	2000	0.004890	0.862069	ﬁve
24	1990	0.004866	0.985149	we’ve
53	23161	0.006184	0.293363	feet
53	19742	0.005271	0.241050	body
53	19670	0.005252	0.187583	hands
53	18806	0.005021	0.375145	fell
53	17786	0.004749	0.512713	blood
53	16711	0.004462	0.268450	sound
53	15442	0.004123	0.127042	voice
53	14948	0.003991	0.160077	heard
53	14809	0.003954	0.262013	arm
53	14482	0.003867	0.285023	mouth
53	14201	0.003792	0.273833	arms
53	14137	0.003775	0.120695	behind
53	13596	0.003630	0.122233	across
53	13512	0.003608	0.134515	toward
53	13491	0.003602	0.174935	suddenly
53	13156	0.003513	0.136120	began
53	12723	0.003397	0.242574	floor
53	12645	0.003376	0.129334	stood
53	12567	0.003356	0.266250	ran
53	12455	0.003326	0.208661	lay
9	7455	0.006281	0.379004	creature
9	6611	0.005570	0.080720	body
9	6484	0.005463	0.058064	each
9	5757	0.004850	0.185590	legs
9	5714	0.004814	0.065184	human
9	5542	0.004669	0.048652	small
9	5477	0.004614	0.114462	large
9	5072	0.004273	0.129985	metal
9	5053	0.004257	0.233180	size
9	4977	0.004193	0.332243	creatures
9	4568	0.003848	0.158501	thick
9	4317	0.003637	0.144769	skin
9	4282	0.003608	0.137244	tiny
9	4240	0.003572	0.113067	surface
9	4127	0.003477	0.054167	black
9	3964	0.003340	0.181502	shape
9	3945	0.003324	0.218197	larger
9	3942	0.003321	0.162893	covered
9	3840	0.003235	0.042972	seen
9	3814	0.003213	0.045825	kind
28	51272	0.010179	0.569373	maybe
28	43793	0.008694	0.379357	sure
28	43110	0.008558	0.362848	anything
28	41862	0.008310	0.355064	does
28	36026	0.007152	0.345507	better
28	33046	0.006560	0.379098	keep
28	32210	0.006394	0.297937	find
28	31148	0.006184	0.281373	really
28	29609	0.005878	0.333097	else
28	29284	0.005813	0.246976	things
28	28964	0.005750	0.271300	work
28	28554	0.005669	0.340293	mean
28	28508	0.005659	0.503675	lot
28	28385	0.005635	0.307097	need
28	27213	0.005402	0.296406	give
28	27056	0.005371	0.437021	try
28	26750	0.005310	0.397533	probably
28	26604	0.005281	0.495604	getting
28	22249	0.004417	0.305618	trying
28	21713	0.004310	0.272297	use
31	2467	0.008942	0.816887	donald
31	2109	0.007645	0.912987	norman
31	1979	0.007173	0.098752	country
31	1922	0.006967	0.965829	ellie
31	1674	0.006068	0.121217	due
31	1563	0.005666	0.174053	university
31	1557	0.005644	0.179171	president
31	1486	0.005386	0.169441	date
31	1366	0.004951	0.011163	world
31	1226	0.004444	0.071321	project
31	1225	0.004440	0.018108	someone
31	1196	0.004335	0.056763	message
31	1178	0.004270	0.540367	der
31	1125	0.004078	0.099294	american
31	1120	0.004060	0.030803	machine
31	1102	0.003995	0.881600	kate
31	1025	0.003715	0.092760	states
31	971	0.003520	0.014681	call
31	940	0.003407	0.930693	chad
31	913	0.003309	0.600658	vega
40	25179	0.016161	0.276237	door
40	22988	0.014755	0.207379	room
40	14120	0.009063	0.371286	bed
40	11687	0.007501	0.217513	opened
40	11649	0.007477	0.145649	sat
40	9506	0.006102	0.181239	floor
40	8769	0.005628	0.104343	open
40	8568	0.005499	0.278997	window
40	8511	0.005463	0.087051	stood
40	8478	0.005442	0.198921	table
40	7862	0.005046	0.109514	inside
40	7710	0.004949	0.226765	chair
40	7411	0.004757	0.070675	hands
40	7358	0.004723	0.355287	clothes
40	6923	0.004444	0.130328	house
40	6420	0.004121	0.130302	pulled
40	6316	0.004054	0.129030	closed
40	6259	0.004017	0.090357	water
40	6251	0.004012	0.054877	small
40	6123	0.003930	0.095285	white
68	24254	0.016489	0.259346	ship
68	12144	0.008256	0.138362	air
68	9792	0.006657	0.187407	control
68	8855	0.006020	0.111791	space
68	7899	0.005370	0.354215	suit
68	7608	0.005172	0.105976	inside
68	7421	0.005045	0.310502	crew
68	7081	0.004814	0.115797	power
68	7073	0.004809	0.462288	pilot
68	6968	0.004737	0.178575	metal
68	6921	0.004705	0.374310	equipment
68	6755	0.004592	0.059301	small
68	6725	0.004572	0.080021	open
68	6706	0.004559	0.385402	cabin
68	6460	0.004392	0.527347	controls
68	6400	0.004351	0.615385	hull
68	5557	0.003778	0.141978	captain
68	5354	0.003640	0.058642	set
68	5317	0.003615	0.261921	aboard
68	5171	0.003516	0.690387	hatch
26	9632	0.009461	0.078712	world
26	9466	0.009298	0.107985	human
26	8770	0.008614	0.366027	universe
26	8362	0.008213	0.073616	life
26	6125	0.006016	0.100443	real
26	5913	0.005808	0.088637	itself
26	5689	0.005588	0.092474	beyond
26	5387	0.005291	0.399037	reality
26	5369	0.005273	0.094691	sense
26	4329	0.004252	0.067863	within
26	4327	0.004250	0.219533	dream
26	4173	0.004099	0.035881	yet
26	4083	0.004010	0.050993	part
26	4051	0.003979	0.034076	great
26	3959	0.003889	0.048339	body
26	3884	0.003815	0.140776	memory
26	3827	0.003759	0.062584	power
26	3785	0.003718	0.069450	different
26	3746	0.003679	0.031593	things
26	3745	0.003678	0.189524	minds
69	26960	0.034393	0.719317	sleep
69	17846	0.022766	0.195744	night
69	11366	0.014500	0.242190	morning
69	11341	0.014468	0.298212	bed
69	10353	0.013207	0.817773	slept
69	9901	0.012631	0.091931	day
69	9831	0.012541	0.182022	hours
69	9095	0.011602	0.712216	asleep
69	8263	0.010541	0.781002	awake
69	7960	0.010155	0.842328	woke
69	7406	0.009448	0.579953	sleeping
69	7046	0.008989	0.118043	lay
69	5261	0.006711	0.473964	wake
69	5257	0.006706	0.350935	dawn
69	4816	0.006144	0.070938	rest
69	4804	0.006128	0.109530	hour
69	4757	0.006068	0.064353	days
69	4717	0.006017	0.058977	sat
69	4703	0.006000	0.245716	tired
69	4465	0.005696	0.054974	next
35	10051	0.009035	0.127583	upon
35	7162	0.006438	0.063051	life
35	6079	0.005464	0.150433	love
35	5442	0.004892	0.046793	yet
35	5262	0.004730	0.151294	heart
35	5007	0.004501	0.100482	nor
35	4373	0.003931	0.036785	great
35	4115	0.003699	0.110115	shall
35	3759	0.003379	0.056518	myself
35	3680	0.003308	0.173095	thus
35	3584	0.003222	0.032608	every
35	3423	0.003077	0.027973	world
35	3409	0.003064	0.096436	whose
35	3331	0.002994	0.357787	joy
35	3188	0.002866	0.126508	poor
35	3083	0.002771	0.307072	spirit
35	3059	0.002750	0.266232	soul
35	3056	0.002747	0.089698	friend
35	3015	0.002710	0.027994	day
35	2970	0.002670	0.036922	gave
38	3640	0.006300	0.050207	woman
38	3517	0.006087	0.029707	men
38	2967	0.005135	0.026406	between
38	2917	0.005049	0.065757	women
38	2893	0.005007	0.382166	slave
38	2602	0.004503	0.162422	bridge
38	2499	0.004325	0.652480	barbarian
38	2499	0.004325	0.039071	young
38	2451	0.004242	0.037391	city
38	2411	0.004173	0.353519	tom
38	2347	0.004062	0.037564	among
38	2192	0.003794	0.024043	night
38	2154	0.003728	0.357807	slaves
38	2120	0.003669	0.018409	many
38	2099	0.003633	0.047424	boy
38	2030	0.003513	0.078713	till
38	2007	0.003474	0.020195	both
38	2001	0.003463	0.044536	certainly
38	1991	0.003446	0.285653	market
38	1823	0.003155	0.687925	steve
73	21406	0.009833	0.193369	really
73	15611	0.007171	0.135230	sure
73	15029	0.006903	0.126496	anything
73	14838	0.006816	0.125141	things
73	14046	0.006452	0.155980	maybe
73	13327	0.006122	0.158825	mean
73	12815	0.005886	0.167516	wanted
73	12638	0.005805	0.206368	talk
73	12460	0.005723	0.135024	always
73	12167	0.005589	0.214965	lot
73	11839	0.005438	0.168263	home
73	11728	0.005387	0.108895	day
73	11710	0.005379	0.104386	ever
73	11035	0.005069	0.288950	pretty
73	10451	0.004801	0.187934	remember
73	9777	0.004491	0.079637	place
73	9494	0.004361	0.220893	talking
73	9471	0.004350	0.103883	night
73	9445	0.004338	0.113481	kind
73	9285	0.004265	0.236561	anyway
27	9735	0.011321	0.394929	screen
27	7790	0.009059	0.064089	voice
27	7304	0.008494	0.342429	computer
27	5592	0.006503	0.105172	minutes
27	5461	0.006351	0.340886	radio
27	5358	0.006231	0.254295	message
27	5011	0.005827	0.137816	machine
27	4082	0.004747	0.078124	control
27	3919	0.004558	0.520452	tape
27	3875	0.004506	0.295576	signal
27	3655	0.004251	0.333181	program
27	3587	0.004171	0.190393	data
27	3579	0.004162	0.054112	call
27	3486	0.004054	0.186917	image
27	3401	0.003955	0.037251	set
27	3220	0.003745	0.059619	hours
27	3196	0.003717	0.306424	switch
27	3182	0.003700	0.089558	number
27	3160	0.003675	0.341253	switched
27	3139	0.003650	0.071341	system
11	3237	0.011842	0.035947	maybe
11	2099	0.007679	0.664241	arnold
11	2090	0.007646	0.193878	lake
11	2029	0.007423	0.364928	michael
11	1959	0.007166	0.273222	ray
11	1800	0.006585	1.000000	marguerite
11	1792	0.006556	0.227990	chris
11	1724	0.006307	0.936957	tess
11	1720	0.006292	0.128167	snow
11	1694	0.006197	0.031890	house
11	1679	0.006142	0.084841	town
11	1597	0.005842	0.631225	laura
11	1464	0.005356	0.735678	karen
11	1458	0.005334	0.114263	blind
11	1367	0.005001	0.019429	home
11	1358	0.004968	0.665686	howard
11	1273	0.004657	0.041452	window
11	1163	0.004254	0.994017	dex
11	1138	0.004163	0.028337	mother
11	1116	0.004083	0.024994	god
20	1964	0.008897	0.032207	real
20	1689	0.007652	0.774771	rick
20	1479	0.006700	0.999324	nolly
20	1461	0.006619	0.197967	brothers
20	1350	0.006116	0.012195	really
20	1151	0.005214	0.967227	tricia
20	1124	0.005092	0.024884	bit
20	1030	0.004666	0.476852	opera
20	1000	0.004530	0.101626	anyhow
20	960	0.004349	0.010951	human
20	948	0.004295	0.997895	barris
20	940	0.004258	1.000000	norah
20	920	0.004168	0.016440	sort
20	916	0.004150	0.964211	narabedla
20	897	0.004064	0.467187	fred
20	883	0.004000	0.700794	donna
20	856	0.003878	0.203325	bob
20	852	0.003860	0.392627	eve
20	843	0.003819	0.011384	big
20	841	0.003810	0.009758	earth
74	3019	0.009144	0.952366	hyperion
74	2860	0.008663	0.322799	web
74	2579	0.007812	0.941241	consul
74	2318	0.007021	0.391554	sol
74	2199	0.006661	0.999545	gladstone
74	2190	0.006633	1.000000	brawne
74	2084	0.006312	0.792395	hegemony
74	1872	0.005670	0.447847	martin
74	1829	0.005540	0.999454	lamia
74	1727	0.005231	0.037881	force
74	1630	0.004937	0.016227	toward
74	1611	0.004880	0.852381	tombs
74	1571	0.004759	0.030183	father
74	1411	0.004274	0.559921	rachel
74	1366	0.004138	0.910667	keats
74	1347	0.004080	0.962143	ceo
74	1329	0.004026	0.022518	nodded
74	1276	0.003865	0.307470	poet
74	1200	0.003635	1.000000	hoyt
74	1188	0.003598	0.998319	ouster
34	5256	0.010372	0.436908	medical
34	4692	0.009259	0.232507	doctor
34	4318	0.008521	0.124474	blood
34	3853	0.007604	0.047045	body
34	3349	0.006609	0.352898	hospital
34	3256	0.006426	0.537294	disease
34	2531	0.004995	0.087066	brain
34	2442	0.004819	0.440794	lab
34	2325	0.004588	0.530822	doctors
34	2317	0.004572	0.457905	drugs
34	2131	0.004205	0.297211	patient
34	2125	0.004194	0.353577	cells
34	2007	0.003961	0.377256	drug
34	1959	0.003866	0.878475	patients
34	1784	0.003521	0.527811	tissue
34	1775	0.003503	0.020249	human
34	1752	0.003457	0.081678	normal
34	1750	0.003454	0.318182	treatment
34	1700	0.003355	0.311355	chemical
34	1660	0.003276	0.551495	surgery
13	7908	0.012001	0.350532	north
13	7558	0.011469	0.061764	world
13	6312	0.009579	0.323858	south
13	5070	0.007694	0.532004	america
13	4968	0.007539	0.041790	great
13	4566	0.006929	0.227844	country
13	4452	0.006756	0.067918	city
13	4356	0.006610	0.384466	american
13	4191	0.006360	0.272674	west
13	3822	0.005800	0.288671	east
13	3771	0.005723	0.272865	cities
13	3683	0.005589	0.333303	states
13	3613	0.005483	0.106078	sea
13	3538	0.005369	0.722041	europe
13	3529	0.005355	0.094687	land
13	3390	0.005144	0.323473	united
13	3242	0.004920	0.075925	war
13	2964	0.004498	0.494000	coast
13	2600	0.003946	0.503876	continent
13	2581	0.003917	0.621928	british
12	9620	0.017206	1.000000	seldon
12	6713	0.012007	0.734464	foundation
12	5860	0.010481	1.000000	trevize
12	4982	0.008911	0.303226	empire
12	4693	0.008394	0.202984	galaxy
12	4590	0.008210	1.000000	hari
12	4060	0.007262	1.000000	trantor
12	3819	0.006831	0.999738	dors
12	3384	0.006053	0.043874	second
12	3291	0.005886	0.265403	imperial
12	3162	0.005656	0.030206	may
12	3139	0.005614	0.984013	morrison
12	3119	0.005579	0.221049	galactic
12	3060	0.005473	0.807388	bliss
12	2812	0.005030	0.846988	terminus
12	2811	0.005028	0.030058	ship
12	2672	0.004779	0.927778	mule
12	2624	0.004693	0.249193	emperor
12	2458	0.004396	0.047636	however
12	2380	0.004257	0.029368	quite
10	23353	0.010968	0.455402	death
10	19266	0.009048	0.169610	life
10	15972	0.007501	0.232760	dead
10	13184	0.006192	0.416162	die
10	13124	0.006164	0.446091	killed
10	12235	0.005746	0.136202	done
10	12153	0.005708	0.334978	kill
10	11144	0.005234	0.100487	perhaps
10	10616	0.004986	0.332894	died
10	9612	0.004514	0.080882	found
10	9591	0.004504	0.108031	end
10	9299	0.004367	0.075991	world
10	9192	0.004317	0.225294	fear
10	9133	0.004289	0.078530	yet
10	8786	0.004126	0.076294	many
10	8640	0.004058	0.077019	ever
10	8549	0.004015	0.194916	live
10	8405	0.003947	0.106703	others
10	7619	0.003578	0.097256	tried
10	7537	0.003540	0.085980	human
71	6987	0.030576	0.908583	louis
71	3068	0.013426	0.932523	prof
71	2926	0.012804	0.968874	ringworld
71	2925	0.012800	0.998294	puppeteer
71	2201	0.009632	0.160892	mike
71	2075	0.009080	0.215249	speaker
71	2015	0.008818	0.457955	luna
71	1887	0.008258	0.028787	city
71	1750	0.007658	1.000000	hindmost
71	1040	0.004551	0.009935	may
71	962	0.004210	0.012769	used
71	954	0.004175	0.168850	needle
71	924	0.004043	0.088932	ﬁrst
71	911	0.003987	0.595425	manuel
71	880	0.003851	0.392857	lander
71	873	0.003820	0.593878	yah
71	867	0.003794	0.167052	terra
71	815	0.003567	0.083163	rim
71	808	0.003536	0.390338	adam
71	796	0.003483	0.036116	okay
67	1197	0.007879	0.684000	jay
67	993	0.006536	0.010618	ship
67	879	0.005786	0.172016	martians
67	879	0.005786	0.164607	score
67	865	0.005694	0.093312	martian
67	832	0.005476	0.924444	colin
67	736	0.004845	0.275655	skipper
67	715	0.004706	0.337264	ford
67	714	0.004700	0.151915	arthur
67	713	0.004693	0.033411	alien
67	682	0.004489	0.874359	vanessa
67	653	0.004298	0.008289	upon
67	628	0.004134	0.923529	marathon
67	612	0.004028	0.008870	four
67	606	0.003989	0.053723	vessel
67	590	0.003884	0.013591	six
67	575	0.003785	0.007148	gave
67	536	0.003528	0.050187	boat
67	525	0.003456	0.007090	big
67	525	0.003456	0.006650	feet
56	5110	0.023048	0.782542	ross
56	3694	0.016661	0.959481	travis
56	3632	0.016381	0.953281	ashe
56	2936	0.013242	0.031394	ship
56	2401	0.010829	0.873091	dane
56	2310	0.010419	0.244963	terran
56	1803	0.008132	0.015229	men
56	1238	0.005584	0.144626	queen
56	1214	0.005475	0.642328	reds
56	1211	0.005462	0.024013	free
56	1198	0.005403	0.998333	apache
56	1197	0.005399	0.314173	traders
56	1184	0.005340	0.069647	chief
56	1168	0.005268	0.091464	trade
56	1119	0.005047	0.364495	rip
56	1105	0.004984	0.297844	terrans
56	1040	0.004691	0.438819	tau
56	1031	0.004650	0.013016	space
56	974	0.004393	0.749231	ali
56	964	0.004348	0.370769	medic
46	8223	0.012414	0.074148	perhaps
46	7279	0.010989	0.218589	although
46	6175	0.009322	0.078383	upon
46	5265	0.007948	0.042885	place
46	4992	0.007536	0.043348	many
46	3918	0.005915	0.044695	human
46	3778	0.005703	0.034946	find
46	3711	0.005602	0.043715	gone
46	3577	0.005400	0.212411	robot
46	3507	0.005294	0.029510	found
46	3377	0.005098	0.034540	stood
46	3213	0.004850	0.030694	may
46	3169	0.004784	0.085974	wondered
46	3085	0.004657	0.035793	earth
46	2913	0.004398	0.043060	someone
46	2810	0.004242	0.050214	sort
46	2802	0.004230	0.035034	sat
46	2796	0.004221	0.449518	mary
46	2736	0.004130	0.024389	ever
46	2649	0.003999	0.022283	great
54	8529	0.011185	0.334602	office
54	7457	0.009779	0.158896	morning
54	6841	0.008971	0.063519	day
54	6520	0.008550	0.293959	desk
54	6444	0.008451	0.343497	paper
54	6006	0.007876	0.130508	read
54	5191	0.006808	0.366596	phone
54	4441	0.005824	0.069142	name
54	4309	0.005651	0.418756	papers
54	4056	0.005319	0.061324	call
54	3868	0.005073	0.047624	next
54	3662	0.004802	0.156162	week
54	3528	0.004627	0.045646	later
54	3490	0.004577	0.044049	called
54	3402	0.004461	0.077565	hour
54	3290	0.004315	0.036086	night
54	3167	0.004153	0.045011	home
54	3156	0.004139	0.362759	letter
54	3127	0.004101	0.057897	hours
54	3108	0.004076	0.087475	number
72	9401	0.028971	0.475518	king
72	3967	0.012225	0.033370	great
72	3930	0.012111	0.346256	palace
72	3668	0.011304	0.135551	lord
72	3562	0.010977	0.520760	royal
72	3075	0.009476	0.292023	emperor
72	2957	0.009113	0.523363	throne
72	2723	0.008392	0.952098	rom
72	2434	0.007501	0.308883	prince
72	1633	0.005032	0.099391	empire
72	1627	0.005014	0.139417	court
72	1535	0.004730	0.058210	son
72	1500	0.004623	0.353774	kingdom
72	1458	0.004493	0.170327	queen
72	1385	0.004268	0.012860	day
72	1373	0.004231	0.011184	place
72	1370	0.004222	0.110484	imperial
72	1353	0.004170	0.017174	upon
72	1305	0.004022	0.021341	power
72	1282	0.003951	0.398137	ruler
29	15103	0.009944	0.531048	rock
29	10827	0.007129	0.156301	water
29	9021	0.005940	0.122818	above
29	8300	0.005465	0.195662	below
29	7760	0.005110	0.449855	sand
29	7665	0.005047	0.465674	mountain
29	7635	0.005027	0.203600	surface
29	7518	0.004950	0.141263	ground
29	7134	0.004697	0.099001	high
29	7049	0.004641	0.207813	wind
29	6916	0.004554	0.185565	land
29	6856	0.004514	0.508983	rocks
29	6653	0.004381	0.451663	ice
29	5863	0.003860	0.108816	sun
29	5667	0.003731	0.056148	along
29	5526	0.003639	0.374137	mountains
29	5403	0.003558	0.402608	snow
29	5365	0.003533	0.080652	hundred
29	5349	0.003522	0.060943	air
29	5321	0.003504	0.103020	sky
58	12144	0.018990	0.360677	miles
58	3920	0.006130	0.944578	cordelia
58	3793	0.005931	0.219884	mark
58	3651	0.005709	0.994823	gregor
58	3402	0.005320	0.156127	station
58	3375	0.005278	0.195766	security
58	3113	0.004868	0.220780	count
58	3026	0.004732	0.320551	admiral
58	2990	0.004676	0.080096	sir
58	2883	0.004508	0.359029	sergeant
58	2878	0.004501	0.106356	lord
58	2680	0.004191	0.216129	imperial
58	2532	0.003959	0.142648	military
58	2463	0.003852	0.062928	captain
58	2384	0.003728	0.226401	emperor
58	2302	0.003600	0.719375	elena
58	2300	0.003597	0.262557	lieutenant
58	2289	0.003579	0.999563	aral
58	2186	0.003418	0.018796	yet
58	2179	0.003407	0.084490	till
17	34105	0.014285	0.324810	light
17	27226	0.011404	0.527125	sky
17	18670	0.007820	0.246469	dark
17	17692	0.007410	0.232209	black
17	16406	0.006872	0.223363	above
17	16313	0.006833	0.366997	blue
17	15380	0.006442	0.239340	white
17	14771	0.006187	0.274146	sun
17	14599	0.006115	0.160129	night
17	13520	0.005663	0.154039	air
17	13175	0.005518	0.452283	darkness
17	12989	0.005441	0.236508	red
17	12580	0.005269	0.105821	great
17	12504	0.005237	0.112416	across
17	12254	0.005133	0.336094	stars
17	11668	0.004887	0.281157	green
17	11568	0.004845	0.353870	bright
17	10537	0.004414	0.376187	lights
17	9716	0.004070	0.123331	upon
17	9445	0.003956	0.222654	below
66	4950	0.025482	0.075515	city
66	3686	0.018975	0.996216	amalfi
66	2136	0.010996	0.024782	earth
66	1948	0.010028	0.032778	planet
66	1911	0.009838	0.990155	hazleton
66	1575	0.008108	0.362069	fathers
66	1571	0.008087	0.242438	mayor
66	1235	0.006358	0.995968	okie
66	1172	0.006033	0.119106	anyhow
66	1116	0.005745	0.013717	whole
66	1081	0.005565	0.062667	mark
66	1063	0.005472	0.034301	nobody
66	1047	0.005390	0.075760	cities
66	1020	0.005251	0.011196	already
66	1000	0.005148	0.127226	chris
66	926	0.004767	0.360311	cops
66	900	0.004633	1.000000	spindizzy
66	892	0.004592	0.011261	space
66	891	0.004587	0.065132	mike
66	880	0.004530	1.000000	okies
16	5440	0.007322	1.000000	jedi
16	5232	0.007042	0.055945	ship
16	4550	0.006124	1.000000	mara
16	4465	0.006010	0.820772	luke
16	3758	0.005058	0.037412	toward
16	3444	0.004635	0.649811	republic
16	3310	0.004455	0.133954	car
16	3186	0.004288	0.026211	voice
16	3162	0.004256	0.069357	force
16	3150	0.004240	0.155172	aboard
16	3030	0.004078	1.000000	obi-wan
16	3010	0.004051	1.000000	anakin
16	2991	0.004026	0.234038	murmured
16	2936	0.003952	0.111890	agreed
16	2780	0.003742	0.275248	assured
16	2720	0.003661	0.954386	das
16	2665	0.003587	0.121357	master
16	2647	0.003563	0.122546	flight
16	2481	0.003339	0.908791	outbound
16	2442	0.003287	0.020849	behind
64	3296	0.023183	0.888410	duncan
64	2755	0.019378	0.144165	language
64	1988	0.013983	0.879646	conrad
64	1621	0.011402	0.024561	words
64	1471	0.010347	0.174289	magic
64	1469	0.010333	0.526523	andrew
64	1265	0.008898	0.023097	word
64	1242	0.008736	0.015765	upon
64	1178	0.008286	0.108672	english
64	1073	0.007547	0.039653	lord
64	1034	0.007273	0.868908	diane
64	1031	0.007252	0.297977	languages
64	995	0.006999	0.347902	demon
64	955	0.006717	0.028679	although
64	896	0.006302	0.008079	perhaps
64	879	0.006183	0.477717	daniel
64	867	0.006098	0.027788	tiny
64	865	0.006084	0.124282	ghost
64	792	0.005571	0.075357	beauty
64	774	0.005444	0.661538	hermit
21	11841	0.009990	0.527674	weapons
21	9786	0.008256	0.418921	attack
21	9436	0.007961	0.215286	fire
21	8350	0.007045	0.391835	weapon
21	8107	0.006840	0.390135	enemy
21	7712	0.006507	0.379341	battle
21	7148	0.006031	0.167400	war
21	6549	0.005525	0.143650	force
21	5785	0.004881	0.215456	shot
21	5619	0.004741	0.047462	men
21	5352	0.004515	0.203730	ships
21	5347	0.004511	0.670891	guns
21	5345	0.004510	0.297772	fighting
21	5163	0.004356	0.325947	gun
21	4901	0.004135	0.063542	second
21	4519	0.003813	0.181924	fight
21	4451	0.003755	0.812226	firing
21	4196	0.003540	0.078843	ground
21	4143	0.003495	0.382196	armed
21	4023	0.003394	0.504768	fired
32	4921	0.010406	0.544961	fucking
32	4817	0.010186	0.208258	yeah
32	4027	0.008515	0.512341	chris
32	2991	0.006325	0.026890	across
32	2746	0.005807	0.375650	fuck
32	2729	0.005771	0.584368	litde
32	2324	0.004914	0.169883	mike
32	2125	0.004494	0.056396	couple
32	2030	0.004293	0.066383	shrugged
32	1980	0.004187	0.029268	someone
32	1973	0.004172	0.836017	bryant
32	1936	0.004094	0.997938	reich
32	1894	0.004005	0.152251	shit
32	1819	0.003846	0.030820	nodded
32	1682	0.003557	0.995266	ortega
32	1567	0.003314	0.979375	bancroft
32	1550	0.003278	0.247604	sleeve
32	1510	0.003193	0.834254	carla
32	1475	0.003119	0.012135	voice
32	1471	0.003111	0.544815	envoy
65	20062	0.007340	0.170161	does
65	19677	0.007199	0.177751	really
65	17977	0.006577	0.151309	anything
65	16798	0.006145	0.226205	help
65	16648	0.006091	0.136964	voice
65	16288	0.005959	0.403069	love
65	15597	0.005706	0.219552	understand
65	15563	0.005694	0.169513	give
65	15127	0.005534	0.180276	mean
65	14069	0.005147	0.390264	sorry
65	14029	0.005132	0.183386	wanted
65	13771	0.005038	0.116142	things
65	13665	0.004999	0.202295	feel
65	13400	0.004902	0.218811	talk
65	13386	0.004897	0.144823	need
65	12961	0.004742	0.115538	ever
65	12092	0.004424	0.199013	shook
65	12051	0.004409	0.138247	keep
65	11964	0.004377	0.267951	god
65	11879	0.004346	0.133637	else
63	5973	0.020014	0.133774	god
63	4072	0.013644	0.564771	church
63	3071	0.010290	0.496926	holy
63	2995	0.010035	0.555659	religion
63	2898	0.009710	0.055677	father
63	2776	0.009302	0.428395	priest
63	2713	0.009090	0.119832	brother
63	2608	0.008739	0.311962	faith
63	2408	0.008068	0.999170	abbot
63	2332	0.007814	0.375523	religious
63	1648	0.005522	0.707296	saint
63	1406	0.004711	0.051959	lord
63	1385	0.004641	0.142636	heaven
63	1344	0.004503	0.553086	christian
63	1314	0.004403	0.589238	monk
63	1223	0.004098	0.348433	prayer
63	1214	0.004068	0.443066	francis
63	1186	0.003974	0.014969	called
63	1173	0.003930	0.415957	rome
63	1158	0.003880	0.911811	abbey
42	6168	0.016654	0.412851	music
42	3520	0.009504	0.053699	city
42	3330	0.008991	0.539708	song
42	3233	0.008730	0.107623	round
42	2952	0.007971	0.126532	lady
42	2730	0.007371	0.378641	singing
42	2378	0.006421	0.535586	sing
42	2292	0.006189	0.097036	party
42	2241	0.006051	0.294481	dance
42	2086	0.005632	0.903030	winston
42	1765	0.004766	0.348814	sang
42	1726	0.004660	0.118300	played
42	1711	0.004620	0.983333	soames
42	1689	0.004561	0.649615	songs
42	1633	0.004409	0.058405	street
42	1615	0.004361	0.062694	play
42	1608	0.004342	0.045514	everyone
42	1601	0.004323	0.121564	grand
42	1597	0.004312	0.072723	master
42	1592	0.004299	0.095444	playing
